C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_46_747.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_46_747.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_46_747.jpg, 0, 0, 0, 7.875207E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_46_849.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_46_849.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_46_849.jpg, 0, 0, 0, 7.93481E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_46_953.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_46_953.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_46_953.jpg, 0, 0, 0, 8.427094E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_055.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_055.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_055.jpg, 0, 0, 0, 7.832587E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_155.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_155.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_155.jpg, 0, 0, 0, 7.827445E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_259.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_259.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_259.jpg, 0, 0, 0, 7.997701E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_365.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_365.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_365.jpg, 0, 0, 0, 7.872796E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_465.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_465.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_465.jpg, 0, 0, 0, 8.083518E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_572.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_572.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_572.jpg, 0, 0, 0, 7.839838E-05
C:\Users\kyawz\OneDrive\Desktop\Data\IMG\center_2025_05_30_18_34_47_675.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\left_2025_05_30_18_34_47_675.jpg, C:\Users\kyawz\OneDrive\Desktop\Data\IMG\right_2025_05_30_18_34_47_675.jpg, 0, 0, 0, 7.801635E-05
